/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_252.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_252.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_252.jpg, 0, 0, 0, 7.977259E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_377.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_377.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_377.jpg, 0, 0, 0, 7.795198E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_498.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_498.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_498.jpg, 0, 0, 0, 7.814473E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_611.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_611.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_611.jpg, 0, 0, 0, 7.803071E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_713.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_713.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_713.jpg, 0, 0, 0, 7.819261E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_826.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_826.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_826.jpg, 0, 0, 0, 7.813909E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_51_950.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_51_950.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_51_950.jpg, 0, 0, 0, 7.791309E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_52_086.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_52_086.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_52_086.jpg, 0, 0, 0, 7.794882E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_52_204.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_52_204.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_52_204.jpg, 0, 0, 0, 7.881333E-05
/Users/larryguo/Desktop/self-driving/practice/IMG/center_2020_02_16_00_47_52_316.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/left_2020_02_16_00_47_52_316.jpg, /Users/larryguo/Desktop/self-driving/practice/IMG/right_2020_02_16_00_47_52_316.jpg, 0, 0, 0, 7.79636E-05
